"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"371"	"Proteus mirabilis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	3.55034346821093	-0.218203238148827	0.984777694265825	0.000364411189835323	0.00159654588551171	0.000364411189835323	0.00116611580747303	NA	"abundance"	1527	100
"372"	"Lacrimispora amygdalina"	"Diagnosis"	"CD"	"diagnosisCD"	-0.510393258172025	0	0.143153047016026	0.000363346337378875	0.00159654588551171	0.000726560654196863	0.00208480444870238	NA	"prevalence"	1527	865
"373"	"Parasutterella excrementihominis"	"Abx"	"Used"	"antibioticsYes"	0.671596441988823	0	0.188403561594988	0.000364314867193036	0.00159654588551171	0.000728497009063615	0.00208480444870238	NA	"prevalence"	1527	699
"374"	"Clostridiaceae bacterium Marseille Q4149"	"Age"	"Age"	"age"	0.262253570368607	0	0.073639385439535	0.000368992091683664	0.00160939854274527	0.000737848028203604	0.00210018198863344	NA	"prevalence"	1527	181
"375"	"Bacteroides ovatus"	"Age"	"Age"	"age"	-0.470197582840117	-0.0108468315301573	0.0763949356771078	0.000372173529291642	0.00161965941255204	0.000372173529291642	0.00118378086425293	NA	"abundance"	1527	1176
"376"	"Prevotella copri clade E"	"Diagnosis"	"UC"	"diagnosisUC"	2.70924576724738	0	0.761724492129047	0.000375504583335791	0.00163052434630697	0.000375504583335791	0.00118722407186406	NA	"prevalence"	1527	38
"377"	"Gemmiger formicilis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.00807247892344	0	0.284048217522293	0.00038677280249421	0.00167572961435407	0.000144984696999408	0.000508650631333471	NA	"prevalence"	1527	472
"378"	"Flavonifractor plautii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.19597870979863	-0.218203238148827	0.302517219547278	0.000390278487218954	0.00168595598730673	1.10492193897814e-05	5.42696543051588e-05	NA	"abundance"	1527	1224
"379"	"Enterocloster clostridioformis"	"Diagnosis"	"CD"	"diagnosisCD"	0.609314932449112	0	0.171822888983962	0.000390858783137129	0.00168595598730673	0.000781564795685902	0.00221863554904385	NA	"prevalence"	1527	312
"380"	"Dorea longicatena"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.21863873783979	0	0.344072650215302	0.000397396924616248	0.00171038235837037	0.000794635924916801	0.00224969312791459	NA	"prevalence"	1527	1020
"381"	"Clostridium sp. AF20 17LB"	"Diagnosis"	"CD"	"diagnosisCD"	1.04201479505821	-0.0688618225536278	0.266450365377856	0.0004052986402453	0.00174055723744904	0.0004052986402453	0.00127001591720782	NA	"abundance"	1527	654
"382"	"Veillonella dispar"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.86436609495221	-0.218203238148827	0.529541825513845	0.000416383517968244	0.00178423989936392	0.000416383517968244	0.00129323822051313	NA	"abundance"	1527	526
"383"	"Enterocloster clostridioformis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.74305272125867	-0.218203238148827	0.483470305064738	0.00041901128584354	0.00179157123093715	0.00041901128584354	0.0012975833368058	NA	"abundance"	1527	312
"384"	"Coprococcus eutactus"	"Diagnosis"	"UC"	"diagnosisUC"	-0.711114895476551	0	0.201898537356607	0.000428078162690281	0.00182634220501487	0.000498965297742175	0.00149265539494543	NA	"prevalence"	1527	177
"385"	"Bacteroides xylanisolvens"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.81088475815921	-0.218203238148827	0.69068251373938	0.000435509538420309	0.00185399921148864	0.000435509538420309	0.0013330378915126	NA	"abundance"	1527	959
"386"	"Alistipes dispar"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	8.42522018904994	0.403594029086773	2.17411948666442	0.000451293454022617	0.00191701610686998	0.000451293454022617	0.00137338872463367	NA	"abundance"	1527	83
"387"	"Bacteroides finegoldii"	"Diagnosis"	"CD"	"diagnosisCD"	-1.84852209381179	-0.0688618225536278	0.475989675747396	0.000465043027936374	0.00196687029564432	0.000465043027936374	0.00140712159742353	NA	"abundance"	1527	333
"388"	"Veillonella parvula"	"Diagnosis"	"CD"	"diagnosisCD"	-0.48816432744216	0	0.139865922478958	0.000482603854743473	0.00203673419474891	0.000964974803006334	0.00270295329436257	NA	"prevalence"	1527	547
"389"	"Akkermansia muciniphila"	"Abx"	"Used"	"antibioticsYes"	-0.87065035361757	0	0.249621714411708	0.000486868226477776	0.00205030283305512	0.000973499412285599	0.00271961740575024	NA	"prevalence"	1527	407
"390"	"Bacteroides finegoldii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.63840429575321	0	0.47009056105271	0.000491594691262514	0.00206575489618699	0.00098294771718455	0.00273694561138336	NA	"prevalence"	1527	333
"391"	"Coprococcus comes"	"Diagnosis"	"CD"	"diagnosisCD"	0.822823443437388	-0.0688618225536278	0.195055599269715	0.000498572651658091	0.00209058146210281	0.000996896728627202	0.00276305235021083	NA	"abundance"	1527	759
"392"	"Bacteroides caecigallinarum"	"Diagnosis"	"CD"	"diagnosisCD"	-2.50658430474213	0	0.721791681954448	0.000515202199744999	0.00215568543533561	0.00103013896618338	0.00284771400075823	NA	"prevalence"	1527	21
"393"	"Bacteroides xylanisolvens"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.24846532299045	0	0.360174744504603	0.00052771989247335	0.00220334331173702	0.00105516129666179	0.00289415669941519	NA	"prevalence"	1527	959
"394"	"Clostridium sp. AF34 10BH"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.27976035627575	0	0.370859601150429	0.000558938512843368	0.00232375713637434	0.0011175646134256	0.0030494786350838	NA	"prevalence"	1527	960
"395"	"Bacteroides intestinalis"	"Abx"	"Used"	"antibioticsYes"	2.41946900057059	-0.0726333204687373	0.686244189671979	0.000562491397510079	0.00233356303765328	0.000562491397510079	0.00165919250215263	NA	"abundance"	1527	158
"396"	"Bacteroides xylanisolvens"	"Diagnosis"	"CD"	"diagnosisCD"	0.503283914281414	0	0.146376084660058	0.000585393218228407	0.00242342870427607	0.00117044375123687	0.00317235396627676	NA	"prevalence"	1527	959
"397"	"Bacteroides fragilis"	"Read depth"	"Read depth"	"reads"	0.187166081151213	0	0.0544729106864553	0.000590484591293322	0.00243933803675931	0.00118062051053409	0.00318858122538107	NA	"prevalence"	1527	787
"398"	"Bacteroides fragilis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	2.6876425319845	0.403594029086773	0.625349069567769	0.000635515670477149	0.00261431077918389	0.000635515670477149	0.00184877285956989	NA	"abundance"	1527	787
"399"	"Roseburia faecis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.725760070270049	0	0.212454346546131	0.000635306497482726	0.00261431077918389	0.00127020938061971	0.00342178853554697	NA	"prevalence"	1527	922
"400"	"Bacteroides faecis"	"Age"	"Age"	"age"	-0.704089530314443	-0.0108468315301573	0.173084271741022	0.000669294400378551	0.00274748163516741	0.00133814084576272	0.00358648917036913	NA	"abundance"	1527	434
"401"	"Veillonella dispar"	"Read depth"	"Read depth"	"reads"	-0.847482350305173	-0.341953238969257	0.144217758034787	0.000676284356394441	0.00277035562346905	0.00135211135225818	0.00361475845059402	NA	"abundance"	1527	526
"402"	"Haemophilus parainfluenzae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.44160444332392	-0.218203238148827	0.411440848846714	0.000679115139894382	0.00277572636031592	0.000679115139894382	0.00196478243213279	NA	"abundance"	1527	674
"403"	"Lachnospira eligens"	"Diagnosis"	"CD"	"diagnosisCD"	-0.479515379786358	0	0.141144240322157	0.000680436502861476	0.00277572636031592	0.00136041001188853	0.00362776003170274	NA	"prevalence"	1527	929
"404"	"Veillonella rogosae"	"Abx"	"Used"	"antibioticsYes"	2.97688961540871	-0.0726333204687373	0.866578123479144	0.000684197246500595	0.00278525295762951	0.00136792636712907	0.00363861522339622	NA	"abundance"	1527	207
"405"	"Ruminococcus lactaris"	"Read depth"	"Read depth"	"reads"	0.214902277909235	0	0.0633174377124765	0.000688681962727769	0.00279768098787954	0.00137688964260975	0.00365325493114547	NA	"prevalence"	1527	379
"406"	"Lacrimispora celerecrescens"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.21773345326398	0	0.359289601089566	0.000700761345916478	0.00284084578821742	0.00140103162536903	0.00370799347466088	NA	"prevalence"	1527	756
"407"	"Alistipes shahii"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.42689923442668	0	0.717213197294878	0.000714925207347089	0.00288628895693432	0.00142933929664208	0.00376404562906243	NA	"prevalence"	1527	673
"408"	"Roseburia intestinalis"	"Diagnosis"	"CD"	"diagnosisCD"	-0.456856410980612	0	0.135009917500843	0.000714710611059719	0.00288628895693432	0.00142891041086188	0.00376404562906243	NA	"prevalence"	1527	842
"409"	"Klebsiella pneumoniae"	"Abx"	"Used"	"antibioticsYes"	2.28833699701117	-0.0726333204687373	0.657051076924909	0.00073276995978333	0.00295223196168377	0.00073276995978333	0.00209136507440864	NA	"abundance"	1527	119
"410"	"Dialister invisus"	"Diagnosis"	"CD"	"diagnosisCD"	0.460286862394229	0	0.13673452646092	0.000761890045223613	0.00305694691656456	0.00152319961400621	0.00397160195651991	NA	"prevalence"	1527	726
"411"	"Alistipes communis"	"Abx"	"Used"	"antibioticsYes"	-0.82402146602407	0	0.24495148070921	0.000768162196678543	0.00307579699243826	0.00153573432019668	0.00399442227125048	NA	"prevalence"	1527	407
"412"	"Odoribacter splanchnicus"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.41691931849783	0	0.718891272074805	0.000773774488551143	0.00309193323237001	0.00154695025014315	0.00401370875712818	NA	"prevalence"	1527	757
"413"	"Dorea longicatena"	"Diagnosis"	"UC"	"diagnosisUC"	1.01084376057868	0.0724275054371195	0.18375681529875	0.000779511222868567	0.00310849985609221	0.00155841480799056	0.00403354420891673	NA	"abundance"	1527	1020
"414"	"Bifidobacterium longum"	"Diagnosis"	"UC"	"diagnosisUC"	0.522993620529097	0	0.155926373969969	0.000796217921898671	0.00316539033141076	0.00159180188081819	0.00410988456269929	NA	"prevalence"	1527	843
"415"	"Hungatella hathewayi"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.75123690875288	-0.218203238148827	0.523518271962162	0.00081619405858413	0.00323497604558497	0.00081619405858413	0.0023045479301199	NA	"abundance"	1527	451
"416"	"Phocaeicola vulgatus"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.22415357208507	0.403594029086773	0.746106639365476	0.000825237220800634	0.00326419742802518	1.60282233732381e-09	1.59677395114523e-08	NA	"abundance"	1527	1288
"417"	"Alistipes finegoldii"	"Read depth"	"Read depth"	"reads"	0.0511156780483221	-0.341953238969257	0.112373196127873	0.000828935582982915	0.00327220228110831	0.00165718403176509	0.00426825935986327	NA	"abundance"	1527	639
"418"	"Bacteroides caecigallinarum"	"Diagnosis"	"UC"	"diagnosisUC"	-9.25765882604917	0.0724275054371195	2.19621015926965	0.000843785071010128	0.00332410489668103	0.000843785071010128	0.00237609875996452	NA	"abundance"	1527	21
"419"	"Alistipes onderdonkii"	"Diagnosis"	"UC"	"diagnosisUC"	-1.05480191740328	0.0724275054371195	0.264535640569926	0.000846101520437292	0.00332652388518002	1.29707804661965e-12	2.32154985971247e-11	NA	"abundance"	1527	831
"420"	"Alistipes putredinis"	"Read depth"	"Read depth"	"reads"	0.197489217865503	0	0.0592843730436551	0.000864666111271453	0.00339268590647474	0.00172858457505892	0.00444132679139227	NA	"prevalence"	1527	873
"421"	"Oscillospiraceae bacterium"	"Diagnosis"	"CD"	"diagnosisCD"	-3.76189071159761	-0.0688618225536278	1.05140531383905	0.000866749929256283	0.00339404681716789	0.000866749929256283	0.0024342763970602	NA	"abundance"	1527	81
"422"	"Bilophila wadsworthia"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-3.24881407961947	0	0.9765835074996	0.000878764979712131	0.00343421354071501	0.00175675773153469	0.00450275768082679	NA	"prevalence"	1527	764
"423"	"Phocaeicola vulgatus"	"Read depth"	"Read depth"	"reads"	0.2665951953201	0	0.0804470105204946	0.00091996850631139	0.00358806080106279	0.00183909067057018	0.00469101388435291	NA	"prevalence"	1527	1288
"424"	"Anaerostipes hadrus"	"Diagnosis"	"CD"	"diagnosisCD"	0.702187481561042	-0.0688618225536278	0.165559943719464	0.000953524566558617	0.00371152789453294	0.0019061399240182	0.00483181338902171	NA	"abundance"	1527	1128
"425"	"Phocaeicola coprocola"	"Abx"	"Used"	"antibioticsYes"	-4.65771302081917	-0.0726333204687373	1.33641945022567	0.000984885731369012	0.00382597757275358	0.000984885731369012	0.00273694561138336	NA	"abundance"	1527	101
"426"	"Bifidobacterium adolescentis"	"Read depth"	"Read depth"	"reads"	0.202107000531627	0	0.0614038056271251	0.000996755390769417	0.00386440482849889	0.0019925172602298	0.0050337278153174	NA	"prevalence"	1527	427
"427"	"Akkermansia sp. KLE1798"	"Read depth"	"Read depth"	"reads"	0.412925251012344	0	0.125964249642892	0.00104502944414029	0.00404353967099034	0.00104502944414029	0.0028813344465069	NA	"prevalence"	1527	70
"428"	"Rikenellaceae bacterium"	"Read depth"	"Read depth"	"reads"	0.385597912720216	0	0.117697714751368	0.00105224598932845	0.00406341633033161	0.00105224598932845	0.00289367647065324	NA	"prevalence"	1527	67
"429"	"Dysosmobacter sp. BX15"	"Diagnosis"	"UC"	"diagnosisUC"	-0.908925419113643	0.0724275054371195	0.212314412939854	0.00106117054628263	0.00408979733222142	0.00106117054628263	0.00290309869656595	NA	"abundance"	1527	621
"430"	"Parabacteroides merdae"	"Read depth"	"Read depth"	"reads"	0.183645161479421	0	0.0562396458028206	0.00109308070476709	0.00420448759274587	0.000529488066764222	0.00157061628792983	NA	"prevalence"	1527	826
"431"	"Blautia faecis"	"Diagnosis"	"UC"	"diagnosisUC"	0.985099867836615	0.0724275054371195	0.18633821251071	0.00116503807740942	0.00446369490834903	0.00116503807740942	0.00317082528284625	NA	"abundance"	1527	1125
"432"	"Barnesiella intestinihominis"	"Diagnosis"	"UC"	"diagnosisUC"	-1.17086650618099	0.0724275054371195	0.317402133471358	0.00117160799890903	0.0044800822502314	0.00117160799890903	0.00317235396627676	NA	"abundance"	1527	431
"433"	"Barnesiella intestinihominis"	"Read depth"	"Read depth"	"reads"	0.197166952927147	0	0.0608028349271168	0.00118391877945646	0.00451831502941001	0.00236643589523658	0.00593576319565279	NA	"prevalence"	1527	431
"434"	"Lacrimispora amygdalina"	"Diagnosis"	"UC"	"diagnosisUC"	0.986860541146581	0.0724275054371195	0.189448127017774	0.00125687840946287	0.00478740821070262	0.00251217707558956	0.00627153425962785	NA	"abundance"	1527	865
"435"	"Phocaeicola coprocola"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-5.43951706264734	-0.218203238148827	1.5553138765064	0.00130381161555915	0.00495651341790384	0.00130381161555915	0.0035033716692887	NA	"abundance"	1527	101
"436"	"Gemmiger formicilis"	"Diagnosis"	"UC"	"diagnosisUC"	1.41311699900886	0.0724275054371195	0.359623105127852	0.0013460776361498	0.0051072537884208	3.29090158602225e-18	1.51095307601717e-16	NA	"abundance"	1527	472
"437"	"Ruminococcus lactaris"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.62828160042399	0	0.508196573016178	0.00135514154886645	0.00513167943117257	0.00270844668911544	0.00672969342048447	NA	"prevalence"	1527	379
"438"	"Eisenbergiella massiliensis"	"Age"	"Age"	"age"	-0.645263209799634	-0.0108468315301573	0.167569166617133	0.00136106231746935	0.0051427066883951	0.00272027214430667	0.00673855617146329	NA	"abundance"	1527	417
"439"	"Acidaminococcus intestini"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.19105518746046	0	0.371936630623385	0.00136331733090515	0.0051427066883951	0.00272477602766555	0.00673855617146329	NA	"prevalence"	1527	173
"440"	"GGB51647 SGB4348"	"Diagnosis"	"CD"	"diagnosisCD"	-0.757685657429426	0	0.237166280643177	0.00139954708443747	0.0052692003911191	0.00279713543683338	0.00688525645989755	NA	"prevalence"	1527	123
"441"	"Faecalibacterium SGB15346"	"Read depth"	"Read depth"	"reads"	-0.677771602815358	-0.341953238969257	0.0997199575818948	0.00141773655744948	0.00532741775626208	9.04464133558481e-07	5.45779500021575e-06	NA	"abundance"	1527	743
"442"	"Prevotella copri clade A"	"Diagnosis"	"CD"	"diagnosisCD"	-2.35933990741736	-0.0688618225536278	0.693761561939795	0.00145654101200088	0.00546272771103592	0.00145654101200088	0.0038261375837635	NA	"abundance"	1527	289
"443"	"Clostridium symbiosum"	"Read depth"	"Read depth"	"reads"	-0.730097907916023	-0.341953238969257	0.117256548481418	0.00149085114325975	0.00558069565886888	0.000306184301925268	0.00100651982800861	NA	"abundance"	1527	539
"444"	"Flavonifractor plautii"	"Diagnosis"	"UC"	"diagnosisUC"	0.973166007708641	0.0724275054371195	0.190163230150169	0.00150522041228429	0.00562371067993022	0.00150522041228429	0.00394420038553899	NA	"abundance"	1527	1224
"445"	"GGB781 SGB1024"	"Age"	"Age"	"age"	0.597901481558168	0	0.188585477367524	0.0015220120549902	0.00567559457147109	0.0015220120549902	0.00397160195651991	NA	"prevalence"	1527	18
"446"	"Roseburia intestinalis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.58985891359356	-0.218203238148827	0.507254292433947	0.00155639507725558	0.00578295304505672	0.00311036778887465	0.00760471334991649	NA	"abundance"	1527	842
"447"	"Dysosmobacter sp. BX15"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.68584099793922	0	0.532836955014156	0.00155672123935508	0.00578295304505672	0.00311101909769311	0.00760471334991649	NA	"prevalence"	1527	621
"448"	"Clostridium fessum"	"Diagnosis"	"CD"	"diagnosisCD"	0.671379244035604	-0.0688618225536278	0.167790223399112	0.001638556630702	0.00605243791378396	0.00327442839357199	0.0079453422179759	NA	"abundance"	1527	926
"449"	"GGB3278 SGB4328"	"Age"	"Age"	"age"	-0.728869199566435	-0.0108468315301573	0.199296176563501	0.00164490444697429	0.00606442130073164	0.00328710318330891	0.0079453422179759	NA	"abundance"	1527	179
"450"	"Parabacteroides distasonis"	"Read depth"	"Read depth"	"reads"	0.21105267102682	0	0.0671064031422598	0.00166061171568284	0.00611080092739032	1.40529157585608e-05	6.68463019866678e-05	NA	"prevalence"	1527	1140
"451"	"Clostridium leptum"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.35020627711784	0	0.430179297304256	0.00169695698008208	0.00623280815616613	0.00339103429717191	0.00817564433290761	NA	"prevalence"	1527	652
"452"	"Clostridium fessum"	"Abx"	"Used"	"antibioticsYes"	-0.620302436468447	0	0.197763036309295	0.00170922390049572	0.0062660853687967	0.00341552635464942	0.00821593583259632	NA	"prevalence"	1527	926
"453"	"Lacrimispora celerecrescens"	"Diagnosis"	"CD"	"diagnosisCD"	0.732287892814405	-0.0688618225536278	0.195001669463431	0.00171662090594182	0.00628141807155491	0.00343029502454893	0.00823270805891743	NA	"abundance"	1527	756
"454"	"Phocaeicola massiliensis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.88184009670347	0	0.60079533332318	0.00173473161774409	0.00633582351602233	0.00346645394170257	0.00830062440462113	NA	"prevalence"	1527	396
"455"	"Haemophilus parainfluenzae"	"Diagnosis"	"CD"	"diagnosisCD"	-0.427382359582138	0	0.13662395084158	0.00175900972321885	0.00641250932680903	0.00351492533123133	0.00839764966013639	NA	"prevalence"	1527	674
"456"	"Firmicutes bacterium AF16 15"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.62860708306616	-0.218203238148827	0.724813106896268	0.00177037008328396	0.00644190529373715	0.00177037008328396	0.00452666055193186	NA	"abundance"	1527	827
"457"	"Bilophila wadsworthia"	"Age"	"Age"	"age"	0.175667007624568	0	0.0562460905257548	0.00178904592586695	0.00649776159692197	0.00357489116640904	0.00852163673076286	NA	"prevalence"	1527	764
"458"	"Faecalibacterium SGB15315"	"Diagnosis"	"CD"	"diagnosisCD"	1.00170785794624	-0.0688618225536278	0.30039836016582	0.00179272835240396	0.00649905603079284	1.42418978334276e-07	9.89437112638125e-07	NA	"abundance"	1527	619
"459"	"Waltera intestinalis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.24088266055823	0	0.718522170006555	0.00181627160614829	0.00657221244150696	0.00362924436974928	0.00863073459032252	NA	"prevalence"	1527	524
